run_id,seed,method,time_step,logical_time,pressure,application_demand_mbps,network_available_bandwidth_mbps,physical_available_capacity_mbps,actual_send_rate_mbps,latency_ms,packet_loss_rate,reliability,qos_satisfied,conflict_detected,conflict_detected_at,action_executed_at,transaction_success,rollback_triggered,selected_proposals
compound:seed=2:method=no_verification,2,no_verification,4,4.0,1.0,28.198682959031277,29.60861710698284,22.0,29.60861710698284,22.304347826086957,0.0059890060000000744,0.993014991,False,False,21192853.966523547,21192853.98326438,False,True,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=3:method=proposed,3,proposed,0,0.0,0.0,14.006392506441006,20.0,22.0,14.706712131763057,16.82451891713482,0.003995002000000025,0.995006997,True,False,21192854.17970386,21192854.195751432,True,False,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=3:method=proposed,3,proposed,1,1.0,0.25,17.453233358522844,20.0,22.0,18.325895026448986,18.243740175003257,0.003995002000000025,0.995006997,True,False,21192854.268227626,21192854.284693856,True,False,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=3:method=proposed,3,proposed,2,2.0,0.5,20.77340191818308,21.812072014092234,36.0,21.812072014092234,19.695652173913043,0.0059890060000000744,0.993014991,True,True,21192854.357464045,21192854.373846017,True,False,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=3:method=proposed,3,proposed,3,3.0,0.75,24.171047305916886,25.37959967121273,36.0,25.37959967121273,21.0,0.0059890060000000744,0.993014991,True,True,21192854.446870774,21192854.463323396,True,False,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=3:method=proposed,3,proposed,4,4.0,1.0,27.886536590338455,29.28086341985538,36.0,27.886536590338455,22.12008072653885,0.0059890060000000744,0.993014991,True,True,21192854.536361374,21192854.55323832,True,False,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:02:DECREASE_SEND_RATE
compound:seed=3:method=independent,3,independent,0,0.0,0.0,14.006392506441006,20.0,22.0,14.706712131763057,16.82451891713482,0.003995002000000025,0.995006997,True,False,21192854.657002356,21192854.67303421,True,False,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=3:method=independent,3,independent,1,1.0,0.25,17.453233358522844,20.0,22.0,18.325895026448986,18.243740175003257,0.003995002000000025,0.995006997,True,False,21192854.74131381,21192854.75781486,True,False,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=3:method=independent,3,independent,2,2.0,0.5,20.77340191818308,21.812072014092234,21.5,21.812072014092234,19.695652173913043,0.003995002000000025,0.995006997,False,False,21192854.82608978,21192854.84260347,False,True,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=3:method=independent,3,independent,3,3.0,0.75,24.171047305916886,25.37959967121273,19.75,25.37959967121273,21.0,0.003995002000000025,0.995006997,False,False,21192854.914073993,21192854.930461973,False,True,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE
