scenario,seed,scenario_fingerprint,proposed_success,full_rebuild_success,proposed_minus_full_rebuild_latency,proposed_rule_reduction,proposed_gateway_reduction,proposed_unaffected_interruption_reduction
agent_count:10,0,210234928a7892ccabf6777bedee532687ddad5decdfe92cf1ad4631f3ea2184,True,True,-1.0465756058692932,36.0,1.0,0.0
agent_count:10,1,c9cc0d59ce40dbcf693c5cad387e154ee9034bea4036d242afb31a593e2ab7b0,True,True,-1.679636538028717,38.0,2.0,0.0
agent_count:10,2,32a3a43353d961f1eeeeb6ef1c225353007418daac04b897678e91fec1be03cc,True,True,-1.16661936044693,35.0,0.0,0.0
agent_count:10,3,1d9641f3539026063cab4ffba3e83226b8a95b52319d0328282d583c03820b35,True,True,-1.6636177897453308,39.0,2.0,0.0
agent_count:10,4,cd8c62176736b2ee1d2d415cb9d4c68493b8c45d44c065d62c65db538e0577c8,True,True,-1.2972131371498108,37.0,1.0,0.0
agent_count:10,5,04fd79bc847981ca25d1b00ce8c0bfb81ecf15c8916e1e0da3cd5e89f6373066,True,True,-1.2158267199993134,37.0,2.0,0.0
agent_count:10,6,4b6bca8d63167bc2dadb5fade786517f41b2a359b322502f01566258249ca27e,True,True,-1.6872771084308624,38.0,2.0,0.0
agent_count:10,7,eb168802adb91b681264242ca5b67c470520a9c8fbbf9005f927d26cd7c395e9,True,True,-1.7197653651237488,39.0,1.0,0.0
agent_count:10,8,a3a4a56d21bc252abbec7d3a76a4dfc877f8d480ad9e366ba8245a7d5f16c384,True,True,-1.1454448103904724,36.0,1.0,0.0
agent_count:10,9,22b260cb556fd7982dbc334518d69a5091976b2623323810c9c2d3bb33b40f05,True,True,-1.5164203941822052,38.0,2.0,0.0
agent_count:10,10,75f5502200447143466f4e3e6f73c24c333d7cdfeab80342a0d5dbd20c8ac179,True,True,-1.2735985219478607,38.0,2.0,0.0
agent_count:10,11,94a3fdac9d2b19a5c2c5d8b869ee63bfd471414e45a233cabc39d80f0f520229,True,True,-1.5291906893253326,37.0,2.0,0.0
agent_count:10,12,ef9cb210937e2685f8ceccde6cdaa745796383c51b828d22bc84f75269f8ef67,True,True,-1.2897886335849762,34.0,1.0,0.0
agent_count:10,13,0f2aaee454440c20bc1272cff80c64c6cab95311b05a84046d94d73921ee5eac,True,True,9.33711975812912,36.0,2.0,0.0
agent_count:10,14,40bfc1325885e9bdfc1eb11fa1978289539a2354a0838e7ed99d9f87197c7df0,True,True,-1.0354593396186829,34.0,1.0,0.0
agent_count:10,15,f5873e8ca1893bf6e5b205aecc201976beae83ea9da69de99389fe3722fd3f10,True,True,-1.3831332325935364,36.0,2.0,0.0
agent_count:10,16,a8fd492e311e4489a8cc0d11e8242c518eb4c78d0202488a28908179d8301daf,True,True,-1.1981278657913208,34.0,0.0,0.0
agent_count:10,17,89b4249130d55dc35671227b762300d3aaa30704b72815862f618331d77047b4,True,True,-0.7716380059719086,31.0,1.0,0.0
agent_count:10,18,e68b35b41fe034bf52399c6d0c6b73f2a62964502da1496492307ddbc5d04942,True,True,-0.8885525166988373,32.0,2.0,0.0
agent_count:10,19,c6727d6a8ba3e069f44f750cff2f3670ae0906c4f13294ec899281024b0c09da,True,True,-1.2760274112224579,37.0,1.0,0.0
agent_count:10,20,1f75747d1dcd5ca375dd9c2bed0fdb59ec75398eb25933b8ac7147b9ebc80fa4,True,True,-1.5156194567680359,38.0,1.0,0.0
agent_count:10,21,aec530e57bf99adeece9743b71c5fd5c4d5f29626e75c1d7bed1f1f599856286,True,True,-1.3705231249332428,40.0,1.0,0.0
agent_count:10,22,1fbdbf4f7dcc3d0ae5e4af75b9253084984362220f733964466398d5ef0c0ec9,True,True,-1.6768649220466614,38.0,2.0,0.0
agent_count:10,23,246bafae51ecd6bbf128b416999f0bdb9e4e0ff61eac75f39be6bd62b913e8b9,True,True,-1.542307436466217,39.0,1.0,0.0
agent_count:10,24,b45d4cd8eefe3b34da476e1ad9638c576a78ac3ec20ecf489f400d0993bae151,True,True,-1.4354512095451355,37.0,0.0,0.0
agent_count:10,25,e4b133795c5f1e6c0559fd514fd9f98bc83750460298e02ef8ac0c5b11ea7637,True,True,-0.45461952686309814,30.0,0.0,0.0
agent_count:10,26,5b3a22b52cbc6aa71262fe318dcf1d100c3844a48155995499c1002ab1098f65,True,True,-2.164442092180252,42.0,2.0,0.0
agent_count:10,27,43b20e0d0c7120bd7b1f15800955d389608668fa75d63c4edffcebb6cadc27ec,True,True,-1.19008868932724,35.0,2.0,0.0
agent_count:10,28,2dde731381142d2e88af1783b13c834c2f3e7441be8c5c46427f981876ec0d1f,True,True,-1.4857128262519836,39.0,1.0,0.0
agent_count:10,29,630881f53a7cac2627b4c77bd0d80eadd061799ccca88433c0b2e0dc722e38ff,True,True,-1.4862418174743652,38.0,2.0,0.0
agent_count:20,0,fcc871a81b61d86897af24355f1adfdb2211aab924a5a8b437c205bcc8c66ae4,True,True,-5.025934427976608,82.0,0.0,0.0
agent_count:20,1,9f0ee594c0a16f0595ebc5f258a8fd5da25c4c38a2807f56c193d651963eae73,True,True,-2.7964934706687927,59.0,2.0,0.0
agent_count:20,2,6c158f9c758724cf6add5073f5d8ad8e8f906d60a8fcf6b7bdd629fa6aa37416,True,True,-2.8073713183403015,67.0,0.0,0.0
agent_count:20,3,8132ee8ee81b3116f4d2355f3007b360997a948a81188514923abb4a9d469ea4,True,True,-4.304118454456329,77.0,0.0,0.0
agent_count:20,4,81497ec5ca10f49176d516cb6de1a3a75b5561463fc4c553148d16e7b76a9655,True,True,-3.6561936140060425,69.0,1.0,0.0
agent_count:20,5,ccd2834fc6024a9bd72d99b302db13c5a746f12e4866c7bf9a614b15cab9de59,True,True,-5.00936433672905,80.0,0.0,0.0
agent_count:20,6,b05ebb02e114fda90092de9da2f25e1eccaecf7cade1ab288b58ba60c0f3cc85,True,True,-17.500977963209152,74.0,1.0,0.0
agent_count:20,7,85d2a46b7c11028b3eb8c8d960fafd6604e92c01f4de1a7b6f5084a451bf7cb4,True,True,-3.436267375946045,69.0,1.0,0.0
agent_count:20,8,820b59cae65660c7c2ae70926efab9d64a3b34a674d33609dfe985d664e9a7d7,True,True,-5.597952753305435,89.0,0.0,0.0
agent_count:20,9,98f1da54023fad453bb511ad1af50f641992267c505c07ad0c194792cf878c52,True,True,-2.518594264984131,60.0,1.0,0.0
agent_count:20,10,103028d140c2e90df3ca18dae522f781c2baf2802a5edb3a1bbcd180861cd571,True,True,-4.956625401973724,81.0,0.0,0.0
agent_count:20,11,bf6dd8195052024faea6cbd9d55adbe2c95eccb42424a8e0d76d8482990e4c39,True,True,-2.789504826068878,63.0,0.0,0.0
agent_count:20,12,bae9fb99c3712c586bd33f68487dea3d80a3fc32ca710df1954587f23a515005,True,True,-2.494893968105316,59.0,1.0,0.0
agent_count:20,13,e70297d3a38dfe4fd0f0bf34b6ba4b97ab67693bf042239c7f76a8a61a614963,True,True,-3.0895210802555084,67.0,0.0,0.0
agent_count:20,14,8877a1560bd059fd9a88cc126fe2a0ced823c13ca1ff846798e3d4274af76fca,True,True,-3.146994858980179,66.0,1.0,0.0
agent_count:20,15,b2c7f749748732678a6963c6d9e198a4f51da354d3d1ac7c4b6681e7719ff8bc,True,True,-6.015956401824951,91.0,0.0,0.0
agent_count:20,16,d93f5d2ddfcaa4018e6ab1428156b6bf1cb89f0c97e858a5265590ce0de87a94,True,True,-3.6006420850753784,69.0,1.0,0.0
agent_count:20,17,b8819665de0bff3acd2aeabdb961e69769edd4285ced20a8a12e197cae9c0875,True,True,-1.9893571734428406,55.0,0.0,0.0
agent_count:20,18,3c681f0046a00814dc7d203d69b03f67755ff52857523748643137ece0b7e1d1,True,True,-4.96041402220726,82.0,0.0,0.0
agent_count:20,19,3e2026c8d9f13a5a980c944098016f6adfff9b25a50229aa1dade9b0d096fcb5,True,True,-4.986308515071869,81.0,1.0,0.0
agent_count:20,20,1e6b67b80f6622f887f569dd9f10c4e0b751763e33c702aff4da6de6f87dd00c,True,True,-3.790251910686493,71.0,0.0,0.0
agent_count:20,21,e9fecaab3fb68c2a3216864d5b760039ca24429ef1cdb541e2903ca5d941365f,True,True,-4.3604448437690735,75.0,0.0,0.0
agent_count:20,22,485867a7ccd1110ed348d5448a3f13216593889b55775346e145b7d05d7595f0,True,True,-3.2272227108478546,68.0,0.0,0.0
agent_count:20,23,029ab81912a87449187549b5f018af81623ecb28b76ec95031b69aceb2e171ca,True,True,-5.77932596206665,88.0,0.0,0.0
agent_count:20,24,a3ec5ecc5c8d7f16c90f7ac06840a0bfcef2220c7134bd12cd6b6ca27e9bf925,True,True,-5.682013928890228,89.0,1.0,0.0
agent_count:20,25,72e7738d7616f18060c236a59a5b75a7b94b4b14e8210812e8c6583a21a4d2b6,True,True,-2.2672004997730255,59.0,0.0,0.0
agent_count:20,26,0027ff5675c11eabb6abd5761fb468c33b3f5468b24a1354cb8966b6ef45e34b,True,True,-3.448992967605591,70.0,0.0,0.0
agent_count:20,27,0d339b28f3df66e319b547e11ba98c641363c081e24459d81ccc2296b380647a,True,True,-2.641521394252777,60.0,1.0,0.0
agent_count:20,28,47b2cae669c663a9acb7933c92ed7d06c8f4155d4cd32bc733a0d1d4ace882c8,True,True,-3.460526466369629,71.0,1.0,0.0
agent_count:20,29,45525b587f9a2237d28b274e01b5217a36e9eea23915f16b87608367807d5659,True,True,-3.753751516342163,72.0,0.0,0.0
agent_count:40,0,ab3713b9f94396446001c9eac0a66099da3557138a262fc9ae74bdb2f1c30956,True,True,-8.995186537504196,160.0,0.0,0.0
agent_count:40,1,29d0326f268d19ff6e26dd2ad152784884bdea31e967989702fe00b17b69af9d,True,True,-9.30355116724968,148.0,0.0,0.0
agent_count:40,2,73401fa9734b367f90be10dceb353b207076ad586ea6366f79d57d83db7e8f38,True,True,-9.853973984718323,157.0,0.0,0.0
agent_count:40,3,3cca2b0a7f344019b69786d07990f62ec8ee39ab405e2da821b17b713672702a,True,True,-8.019909262657166,142.0,0.0,0.0
agent_count:40,4,c3b13a104538b79a85a64ae4ca0681b74fce1e3d245e941d30ebabf7d76f852b,True,True,-8.406799286603928,141.0,0.0,0.0
agent_count:40,5,125634efdb3ae682f3b994c51d23f3e3739ddf366e65f8bda89872e42e3cb40c,True,True,8.549217134714127,167.0,1.0,0.0
agent_count:40,6,c6465495ad97ea313ac77b6861b9babb876f6a6919c7d84865f22e08193ef6a0,True,True,-9.769938886165619,158.0,0.0,0.0
agent_count:40,7,d1938f96034de750a57c1ba806cc3f9caa26f6f71feffa66f51f8cc282bccc47,True,True,-8.462414145469666,148.0,0.0,0.0
agent_count:40,8,e2a4b95818daedb956ce778d30898c3d171314030aa7331bf88f41f6bfef3d1f,True,True,-12.102961540222168,174.0,0.0,0.0
agent_count:40,9,609e9eabbaca7397a3659b57b731f19b9ea55b20a049ed3293d6fc91f20df8e2,True,True,-8.286625146865845,137.0,0.0,0.0
agent_count:40,10,8ec9b30ea13d0a14b5a0ed2bab21216fc6a67053e266590462c4163b5cbdd6c6,True,True,-9.741045534610748,158.0,0.0,0.0
agent_count:40,11,d64f80a3bd3812c9934abd8c346d8b8aecc14be76fc8100f63536be36f5c0539,True,True,-8.681576699018478,143.0,0.0,0.0
agent_count:40,12,c03c2a05a567288c5eb1a079f1ab308064972d1bf7d313845fdde236d5217b8b,True,True,-12.042101472616196,169.0,0.0,0.0
agent_count:40,13,f3ca539be34e641f73013b7b8fab0966d5df01b04d72bb0e26663288d0c343f4,True,True,-6.884392350912094,157.0,0.0,0.0
agent_count:40,14,1ef88ed635eb1455ddc5f13bd994cbf144e5901818334819d267fe1731af7321,True,True,24.25820380449295,151.0,0.0,0.0
agent_count:40,15,1a2e89a13551141d22b98ba490548b6815ea6116809c17bdb6633c1112f62fd1,True,True,-10.25163009762764,159.0,0.0,0.0
agent_count:40,16,af81f0927c7da3930041ac17b13f44d9ccba1a93881c51c35e163cba96467025,True,True,-9.69836488366127,153.0,0.0,0.0
agent_count:40,17,6cf3ecf9b08eaf0d2ea158e2fd486ec36ee0bdfe9bebd3cfe9e0537d007f628e,True,True,-8.316714316606522,144.0,0.0,0.0
agent_count:40,18,20a95f5b4cbe64816bf7dabfa8f6c65acd50bf8a9d228a0b9fe896790dd86899,True,True,-6.422322243452072,126.0,0.0,0.0
agent_count:40,19,3b9151df91708056adf83adf07f0fd284e6fe38c483aad0a82bd67c45d1a3555,True,True,-8.250568062067032,145.0,0.0,0.0
agent_count:40,20,27475688a9b0aeb4dfa662647c73e8750af3a871cf060dadfca3c71b29704a39,True,True,-8.431844413280487,140.0,1.0,0.0
agent_count:40,21,996192cdf71bfe69701ce0a1b142661b536db9bee42bdc90e815397fa613cfe4,True,True,-6.869036704301834,134.0,0.0,0.0
agent_count:40,22,aaeb08d886f8f20de76261d06a2cba26c34f6757adfb999f5f40e936a4838ffe,True,True,-9.352810680866241,150.0,1.0,0.0
agent_count:40,23,7eeb75f9c43d7b904921dcb6543a54b8487b2f3b0ee5f8e5008825a99a046ffa,True,True,-10.35156100988388,159.0,0.0,0.0
agent_count:40,24,d5580016da6702efb5af7cac37d8c1dece41081d14f31758e34301e6ba6304f0,True,True,-8.153121918439865,143.0,0.0,0.0
agent_count:40,25,35bdb43226ffa7c4dd6384ebd9cb7d5d2df026531df637aa7b093b697f88abe4,True,True,-6.726935505867004,127.0,0.0,0.0
agent_count:40,26,031614bcf6d89108edd7a37a853b536f11ef04ea3cef9fa3dd9c8b478e8d7248,True,True,-7.740546017885208,141.0,0.0,0.0
agent_count:40,27,2d3beed2250913dbe6f23aa3a5eda5f0ff5989fe3343320a990ad3ae701a7754,True,True,-9.35019925236702,154.0,0.0,0.0
agent_count:40,28,23f9277d39e92373a258296f62e16075e621ee5a86f0dd66737d69e438a25ef1,True,True,-10.325498878955841,160.0,0.0,0.0
agent_count:40,29,56d852367a8b1470f92d24ab2a972066bfb4486440f4ba6b318ee652dd447a03,True,True,-6.081178784370422,128.0,0.0,0.0
agent_count:60,0,6293e619773f33fdea240037a5fa1acc62659511ed92649495a6cbfdffbae004,True,True,-52.86943539977074,241.0,0.0,0.0
agent_count:60,1,76e92930d54dd91bba9a7734c1dabf373bcf4f5581ce2eed71b8d5f3580c229f,True,True,-15.575878322124481,234.0,0.0,0.0
agent_count:60,2,a8d91ccb884295e6a8b19a2efcdafdd0ed6b968a35a5c80a0de326170d0a070a,True,True,-15.539970248937607,233.0,0.0,0.0
agent_count:60,3,9cd31fd9eeeb06eba363a15163edb18af281a9c9d094c11d87d2136e8f3cdacc,True,True,-9.92056354880333,190.0,0.0,0.0
agent_count:60,4,b62c76b1de3d6be14f037d20d42c961f75dbf4f0dbc08b559f2673e00da43dc0,True,True,17.54087209701538,248.0,0.0,0.0
agent_count:60,5,c009850cf0c62317cb13a1db82afa337a124a947d945b2a4f8a6ad7cf1abb8d6,True,True,-17.09076762199402,242.0,0.0,0.0
agent_count:60,6,0dc08fc68bf4905f23026476630bce464334cc14df98d7bce23adaae268d4f42,True,True,-18.386654555797577,252.0,0.0,0.0
agent_count:60,7,51a18bcb46176e194f0b7862a734a694bf5c230856bd80f91f99560dddc5b10a,True,True,-13.654142618179321,218.0,0.0,0.0
agent_count:60,8,c64d9455dfa0fe766a9d282fc6e0f007c27a5cf2b9a99fdd1e1c4faa833573e0,True,True,-55.61050772666931,218.0,0.0,0.0
agent_count:60,9,5958604fe416327a89c4a6f79d250ad8353e81908c8792428cbd07517f231cfb,True,True,-11.442605406045914,210.0,0.0,0.0
agent_count:60,10,4a49f0e2998f3a5110db0d23319ba8e560d41d2cc5ef8f226ff1cedb90deea44,True,True,-15.128988772630692,233.0,0.0,0.0
agent_count:60,11,0b805829267334a94670969170caa4b13b9928ace44205bacfe337d60ec89754,True,True,-13.099681586027145,214.0,0.0,0.0
agent_count:60,12,226bac767f74f1a6553ecaa062c9094c7e4df6cd90a28ac6ea0efc062d0d2fba,True,True,-14.486212283372879,224.0,0.0,0.0
agent_count:60,13,0e9a0518de6d4e9287da662da00da2d43f6e3e6fe917f9dd9840c57bb94a6835,True,True,-70.21765410900116,233.0,0.0,0.0
agent_count:60,14,b5cc7a728958decfce9c409dd8d961fc6c97ec70f883de669b64e94dcd0250a9,True,True,-15.2946338057518,228.0,0.0,0.0
agent_count:60,15,c61d2197c95fb5503138b94fcadb4436f89b88dac97bccc6a5c0ba67631e6559,True,True,-16.941457986831665,249.0,0.0,0.0
agent_count:60,16,739196b16f08961d2fbbafce2643f326fbab4b33f66e44f788b9dfc685f448e1,True,True,-12.41222769021988,214.0,0.0,0.0
agent_count:60,17,fcccb986c810e0c7967337b38744f86005e90c3f87b8e784d55101d166b17723,True,True,-13.732098042964935,222.0,0.0,0.0
agent_count:60,18,73f6820201303f6d45d8134c8683a1959fd71c741fa160e3339aaf5e30dd8ce7,True,True,-68.78136843442917,255.0,0.0,0.0
agent_count:60,19,aee37ffd140e224794864541cc7d0ab72129b1844a0390881a7b25eb0b2da9be,True,True,-17.148826271295547,248.0,0.0,0.0
agent_count:60,20,2e48ce71fed1eeec6e8893aff3378e61a11b84d8511252a813ebea2ecf8eeb33,True,True,-16.96689799427986,244.0,0.0,0.0
agent_count:60,21,2a52bc9156a49cb861812042a7d0b7da8d6561515b95a8aa397a90de7c879bee,True,True,-14.193937182426453,221.0,0.0,0.0
agent_count:60,22,71c10eb8ee9ed41f6809fb0079fd682b1647fe8a35dfe47bb3e2cb10f1941e95,True,True,-17.162423580884933,243.0,0.0,0.0
agent_count:60,23,ec68fefec3c27348bb8daec70772b61e337ca4e034d27c2a4a133103e6517cff,True,True,-13.566993176937103,214.0,0.0,0.0
agent_count:60,24,18fc1676102837bb7d95a1753a3eee2ebfb0519ba8f6f93bb992096c6497ce22,True,True,-16.895033419132233,248.0,1.0,0.0
agent_count:60,25,c393c454470c3c51605d5816ceca1e4576571f1fd7ecd8852e4ca0814a6926fe,True,True,-14.654982835054398,226.0,0.0,0.0
agent_count:60,26,3004acf7b21c040c19e044013f6f0089af77ee9d87810c28d676c851b7dd14cf,True,True,-17.10839569568634,243.0,0.0,0.0
agent_count:60,27,d07d38c7f1349ca9eb20e863934b8ed62d48fc0a9ee5e6d628cd0fcfc416092f,True,True,-14.098085463047028,225.0,0.0,0.0
agent_count:60,28,d24c8db5a18b7c578c8a72ee356fc596cfe1f5d1d2f6c50a9ac0ed41b091e8f7,True,True,-14.42362368106842,227.0,0.0,0.0
agent_count:60,29,99e0753ecc0933d0dc5e9e1b48e6e25551185ea0f3c3d84e4466805589a9587a,True,True,45.31906917691231,243.0,0.0,0.0
agent_count:80,0,8bbf9d3414d21c53d029004c942dbf8ec9f5bb99840704ca787b25576511831e,True,True,-20.811639726161957,312.0,0.0,0.0
agent_count:80,1,2ff7961d1690ce3d78dc1d340f84f0171e11bb973932af2df2cef7e72394e778,True,True,-20.23390308022499,304.0,0.0,0.0
agent_count:80,2,9e3fda0e206aa4307d9e8f49ef1717d566a765157264315c7d719ff22c13e35e,True,True,-19.147232174873352,290.0,0.0,0.0
agent_count:80,3,e8388a7b47cad12ec82e6f87f7fa6e7b252524f92b1a641e22c1c5d6d7c1e20f,True,True,-21.156780421733856,300.0,0.0,0.0
agent_count:80,4,32101bb4f2125cde839dc03c090b6c7644ca9c519e808457e1570c076b0c4d10,True,True,-18.90116184949875,290.0,0.0,0.0
agent_count:80,5,3d5a5a6d159e7ab5b05e0e8606189b651b7aaf42ec6028a655e0b6fb70230365,True,True,-19.556954503059387,299.0,0.0,0.0
agent_count:80,6,552706b1181ad694070eefdfcf6d1286750f5cfc51c3acfcf927a241c561e694,True,True,-18.856316804885864,301.0,0.0,0.0
agent_count:80,7,28d350b947adff58d4ca2f9a113738411e022a473cf4832e390ad7e5d5416e56,True,True,-17.644446343183517,292.0,0.0,0.0
agent_count:80,8,c7842bdad355354738729a492ae035503a9c80789594d52fa925ca506ed742c1,True,True,-95.15412896871567,325.0,0.0,0.0
agent_count:80,9,2f0a664a2db62232967d3e34a4cb37445a013606feeb43cb5b20f7a69c1f6625,True,True,-20.71407437324524,312.0,0.0,0.0
agent_count:80,10,78f083c74557c9bec5de2f54356526610c3ed08e1cb38eda26fe2be54c0e227a,True,True,-19.312016665935516,293.0,0.0,0.0
agent_count:80,11,641a41cfb98b46db973865fff45c8b3959c8254aadb0d094e6a92322a9b5c1f6,True,True,-21.175794303417206,307.0,0.0,0.0
agent_count:80,12,f059f406499b749431165e9b5c8051a12fc0a56798bd5765c3398d57c37925ab,True,True,-25.869783014059067,342.0,0.0,0.0
agent_count:80,13,da6d62de01751c43df1416b72e6a171411342e8428f11fbe7282ee7b6e3337b5,True,True,-20.182766020298004,292.0,0.0,0.0
agent_count:80,14,7625d91ca6cc7372ac6e14dadf9e10ce423da1fabd3eee922c2d74a5325caa35,True,True,-19.50044184923172,298.0,0.0,0.0
agent_count:80,15,5afe92475045112a9cf9f5402bb3b24028f7c03a89f95c319b79e3530ed1029a,True,True,-23.569755256175995,327.0,0.0,0.0
agent_count:80,16,be1b1849c9c0708ee33c2541b6a1357c28987cf88255dfaefed1470aa88fecdb,True,True,-19.73036304116249,302.0,0.0,0.0
agent_count:80,17,76d8f34ee26348303bac9b5c3975144b1a5185955cda81dd07b20e49923b17d3,True,True,-16.74705743789673,279.0,0.0,0.0
agent_count:80,18,e08ced82799cc319997169b01e67d2abd8b78025b809b0fbecd6519c077aa97a,True,True,-21.487977355718613,310.0,0.0,0.0
agent_count:80,19,1f1180c51bbcac489b246bc5d5ad45524249399c3ca43b38803ba0906e66a0bb,True,True,-15.625588595867157,275.0,0.0,0.0
agent_count:80,20,4a634ca7ca4e3d99e6b0090834ee241214aaf53e439de86054a19a8ecb87d2ea,True,True,-19.24065500497818,294.0,0.0,0.0
agent_count:80,21,e09a84af3066cd2e81d6a9c829f60c175fa9497fe8d4946933d3c94fba21980b,True,True,-20.919829607009888,307.0,0.0,0.0
agent_count:80,22,e4e21bcfb0f79094234dee661da650fbb624d578e2cb36278d65984f7b3c9be2,True,True,-19.353706389665604,299.0,0.0,0.0
agent_count:80,23,428a7ec4da1a753ee52ead5b6e577a06365b487fbe08ab089eac1bb858c4554f,True,True,-25.177273899316788,332.0,1.0,0.0
agent_count:80,24,3d1bec1af1a29249b3ae04993d3cda610a89de0735085d7012534aa7d02149f0,True,True,-18.626004457473755,286.0,0.0,0.0
agent_count:80,25,09d5c9c2a03fe37fb9cd8b831f55520a2fe7b0f78a5e129675c8369ad466171e,True,True,-16.60742238163948,278.0,0.0,0.0
agent_count:80,26,418ea5187d0a5e7d6637b788454b94b78f98659f058dbbcfd0ba9dc58270c946,True,True,-21.656494587659836,314.0,0.0,0.0
agent_count:80,27,ae8d272836415e89cd760ed4449913ee56a3f42813c2cca321731b0068e74e13,True,True,-19.282273948192596,299.0,0.0,0.0
agent_count:80,28,33b10b46f54b941df50b5112df9819caa7ecd2cd5eaf71663bbd7cab0ea4363a,True,True,-16.319390386343002,269.0,0.0,0.0
agent_count:80,29,6b06abc7709c915cd508d24cb43a23552cb54d48e127b06a0a47b12df3379e08,True,True,-21.783441305160522,310.0,0.0,0.0
cross_gateway_ratio:0.2,0,5fad23adc4275c566b23936ca44819950f5e4af479827f514f2d5d41bc56f708,True,True,-2.6255734264850616,57.0,0.0,0.0
cross_gateway_ratio:0.2,1,9d59dc3df869d541b7e91d5547c2565441f471618e8747612fcbbffd4b05d269,True,True,-0.9272508323192596,45.0,1.0,0.0
cross_gateway_ratio:0.2,2,5411d99b09aff31d1b859cdf5022ea7b7c6a4889c977aa79e6e19c1b31fb4999,True,True,-1.453302800655365,52.0,0.0,0.0
cross_gateway_ratio:0.2,3,ce7bb0755fde6575dc789ea3498e8ca844419affd4a58f1b7a715e4617a7a03e,True,True,-2.3661889135837555,57.0,0.0,0.0
cross_gateway_ratio:0.2,4,88dc82019ce25b0092f34f13d329f0c6792dcc354bced433489b6e6cbb201714,True,True,-1.2897215783596039,48.0,1.0,0.0
cross_gateway_ratio:0.2,5,0a62320cb317cb056c42a3a152f23b329f5623ed790c34814cbfaf003996c528,True,True,-2.716533839702606,60.0,0.0,0.0
cross_gateway_ratio:0.2,6,8dc03d30e7efe7a008a1178bfea5cb85aa336f4628573b4ac2ae8b2cd8907444,True,True,-0.8106566965579987,45.0,1.0,0.0
cross_gateway_ratio:0.2,7,fc3f7e3da5edfc9e5d11c0bbb7d9a9b971f7435187d4a0e8dfb5bf823811915b,True,True,-1.1276677250862122,47.0,1.0,0.0
cross_gateway_ratio:0.2,8,712ca78d81b11028ccf29118a954b8ba2be2c130f1bd185ebb463a261b81bf2f,True,True,-2.607431262731552,61.0,0.0,0.0
cross_gateway_ratio:0.2,9,1b4bca530739093ebc9dbb3d4b276ecd72dd2a2e7a2de2336b4795f2ebe2dc18,True,True,-1.2200847268104553,46.0,1.0,0.0
cross_gateway_ratio:0.2,10,3c9cdb753d14eb1a0499d68243bc36de0c1281fcf59f532aadcc3ed3897aa6ea,True,True,-2.749387174844742,60.0,0.0,0.0
cross_gateway_ratio:0.2,11,4db47c76d685e6bb1cc7bf1c291cca5aba57a38ec75c11bc511771c9816d11bf,True,True,-1.4103278517723083,47.0,2.0,0.0
cross_gateway_ratio:0.2,12,62cde6cde463cc08f36c4aa8581489617ba8212ff9338e39ce5978762ca7ce7e,True,True,-1.0366998612880707,43.0,1.0,0.0
cross_gateway_ratio:0.2,13,4caf788adfd1581d332bb1d9a54a99677857f56641f2393793c7fdc3f752fc5c,True,True,-1.376461237668991,49.0,1.0,0.0
cross_gateway_ratio:0.2,14,d6952a704b163b185dfa9b47a1f7645c6b3ac60e0b43d00fdfe6ae7fb2821293,True,True,-1.0945796966552734,46.0,1.0,0.0
cross_gateway_ratio:0.2,15,f5c6daae7b27cae927204c9919fa62afde23e7241ba3b85104c705c22fa314be,True,True,-2.696637064218521,59.0,0.0,0.0
cross_gateway_ratio:0.2,16,ca02a5ae0bb188c2b6b0aaf505344cab5e5f947937b4a0d258124b3e07052cc8,True,True,-1.4854855835437775,49.0,2.0,0.0
cross_gateway_ratio:0.2,17,e8e22cc7ba162b293d26f597dc80224ed8daee97fed4999f00a0d8d2dee256bf,True,True,-0.7829070091247559,44.0,1.0,0.0
cross_gateway_ratio:0.2,18,a9812df9b6cfeaeadb7f92a8687fb3d45cbd2f389b94f0413da91101d4bada56,True,True,-0.9114407002925873,46.0,0.0,0.0
cross_gateway_ratio:0.2,19,fd5a7fc0605e302208f1d7021f461be59c38d7bfab7f8dcf9ede37af4e46f2ad,True,True,-1.6489513218402863,53.0,1.0,0.0
cross_gateway_ratio:0.2,20,fab06ce72024938186bed5c43e248b3fedf09aa01378d8f12a423b984568bb1a,True,True,-1.0725781321525574,45.0,1.0,0.0
cross_gateway_ratio:0.2,21,de12631047116a99bb329712c5dcd8a14ad02c03dbbc36817cee4eb78cbff47c,True,True,-1.5339255332946777,51.0,0.0,0.0
cross_gateway_ratio:0.2,22,d3f15ac37bb6e3c49c478df5ef579ffb904edb9abcac39450d539f177a7c2f19,True,True,-1.0585412383079529,45.0,1.0,0.0
cross_gateway_ratio:0.2,23,ed6add7f67258667d321f4fa864303f6d34a86c9e9ac897d97395bbe4a3bd69c,True,True,-2.125479280948639,55.0,0.0,0.0
cross_gateway_ratio:0.2,24,e5e979cadbafbc19690b3a3514df329b8dde41594e51ec7787ebf6e2f7e35413,True,True,-1.7788372933864594,55.0,1.0,0.0
cross_gateway_ratio:0.2,25,a189df8397de298c1f0b72387ecf2511015a9c1afcea10ee66ecb284ef6a22ea,True,True,-1.0002590715885162,45.0,0.0,0.0
cross_gateway_ratio:0.2,26,397f5548f7af805274f15d14ba8e08706e2dd01eaa73a3dc39ab03c26b7d9eb5,True,True,-2.4587325751781464,58.0,0.0,0.0
